file	segment	sentences	DeepSeek_dim1	DeepSeek_dim2	DeepSeek_dim4	GPT-4o_dim1	GPT-4o_dim2	GPT-4o_dim4	Claude_dim1	Claude_dim2	Claude_dim4
2020_MLa_125_2.docx	Argument	However i can not fully share this opinion.	L	L	L	L	L	L	L	L	L
2020_MLa_125_2.docx	Argument	As i think, watching sport events is encouraging the viewer to start doing sports on their own.	H	L	L	H	L	L	H	L	L
2020_MLa_125_2.docx	Elaboration	The fame of world-known football players encourage millions of children to play with their pals, train and improve their skill, visit sport-schools or fitness centeres.	H	L	H	H	L	H	H	L	H
2020_MLa_125_2.docx	Elaboration	And this statement is true not only about the kids, but teenagers, students and adults as well.	H	H	H	H	H	H	H	H	H
2020_MLa_125_2.docx	Conclusion	In conclusion of this essay, i would like to say that sport tournaments and championships make our life brighter, fulfill it with the positive emotions and encourage people all over the world doing sports.	H	L	L	H	L	L	H	L	L
2020_MLa_126_2.docx	Thesis	There is an opinion among some groups of people that watching different sports events is an absolute waste of time.	H	H	H	H	H	H	H	H	H
2020_MLa_126_2.docx	Thesis	I am absolutely of another mind towards this quastion.	H	L	H	H	L	L	H	L	L
2020_MLa_126_2.docx	Thesis	In this essay I am going to explain my opinion.	H	H	H	L	H	L	H	H	L
2020_MLa_126_2.docx	Argument	There are some clear reasons for saying that watching sports events is not only interesting but educational activity.	H	H	L	H	L	L	H	L	L
2020_MLa_126_2.docx	Elaboration	For instance, sports events broaden your horizones actually like any other fenomena in culture.	H	L	H	H	L	H	H	L	H
2020_MLa_126_2.docx	Elaboration	Sports industry is connected to different countries and cultures.	H	H	H	H	H	H	H	H	H
2020_MLa_126_2.docx	Elaboration	While watching sports events we get acquinted with our happening history, with other cultures, people of other nationalities.	H	L	H	H	L	H	H	L	H
2020_MLa_126_2.docx	Elaboration	Sport helps to understand many world policitical situations.	H	L	H	H	L	H	H	L	H
2020_MLa_126_2.docx	Argument	Second reason is that sport itself is one of the crucial parts of our lives.	H	H	H	H	H	H	H	L	H
2020_MLa_126_2.docx	Elaboration	It is necessary to speak about sport, to watch sports shows because this provides people with the beauty of this sphere of life and pleasure they can get doing sports.	H	L	H	H	H	H	H	L	H
2020_MLa_126_2.docx	Elaboration	This can lead to healthy generation that wants to be in a good shape.	H	L	H	L	L	H	H	L	H
2020_MLa_126_2.docx	Argument	Those who think that watching sports is a waste of time may say that this process does not provide people with new information they can use in their lives unlike different intellectual kinds of activities that help us to get new skills which will help us in career.	H	L	L	L	L	L	L	L	L
2020_MLa_126_2.docx	Elaboration	Sports events in their opinion are only about pleasure in the moment.	H	H	H	H	H	H	H	H	H
2020_MLa_126_2.docx	Conclusion	All in all, I believe that sport is wonderfull part of life that must remain popular in different ways and an ability to watch sports on TV is a big advantage of modern world.	H	L	H	H	L	L	H	L	H
2020_MLa_127_2.docx	Introductory	Nowadays, there is a contraversial point about watching sports.	H	L	H	H	L	H	H	L	H
2020_MLa_127_2.docx	Introductory	Some people claim that it is totally useless, while others believe that being fan of sport is not a waste of time at all.	H	H	H	H	H	H	H	L	H
2020_MLa_127_2.docx	Thesis	In my opinion, watching sports is useful and has a lot of aspects which are good for society.	H	H	H	H	H	H	H	H	H
2020_MLa_127_2.docx	Argument	Firstly, watching sports is the great motivation for people to improve themselves, especially for children.	H	L	H	H	H	H	H	L	H
2020_MLa_127_2.docx	Elaboration	People see the athelets with perfect bodies and skills and they want to be like them.	H	L	H	H	L	H	H	L	H
2020_MLa_127_2.docx	Elaboration	In addition, famous sport players are good role models for children, because they start to spend more time on trainings and p. e. lessons, which is completely good work out for their helth.	H	L	H	H	L	H	H	L	H
2020_MLa_127_2.docx	Argument	Secondly, people who are into sports world, reading news and visiting life events are usually fans of sport clubs or national teams.	H	L	H	L	L	L	L	L	H
2020_MLa_127_2.docx	Elaboration	Because of this, while watching sports, they have a feeling of being part something bigger then them.	H	L	H	H	L	H	H	L	H
2020_MLa_127_2.docx	Elaboration	For example, some sport clubs have huge community of fans all over the world.	H	H	H	H	L	H	H	L	H
2020_MLa_127_2.docx	Elaboration	Thats why, it is easier to connect for people from other countries, which is totally good.	H	L	H	H	L	L	H	L	H
2020_MLa_127_2.docx	Argument	Thirdly, watching sports is simply very interesting entertainment.	H	H	L	H	H	L	H	H	L
2020_MLa_127_2.docx	Elaboration	People become friends while watching sport events together, they read a lot of newspapers about sports.	H	L	H	L	L	H	H	L	H
2020_MLa_127_2.docx	Elaboration	I think, if something gives people a lot of emotions, it could not be called "a waste of time".	H	H	H	H	H	L	H	H	L
2020_MLa_127_2.docx	Conclusion	To sum up, some people think that watching sport is useless and others should spend time differently.	L	H	H	L	H	L	L	L	H
2020_MLa_127_2.docx	Conclusion	I can not agree with it, because sport motivate people to become better and make the communication inside the society easier, even for the people from different countries.	H	L	H	L	L	H	H	L	H
2020_MLa_127_2.docx	Conclusion	Also, it provide people a lot of pleasure to watch or read about,	H	L	H	L	L	H	H	L	H
2020_MLa_128_2_.docx	Introductory	Many people believe that people waste their leisure time in watching sport whether it is on TV or some sort of live sports events.	H	H	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Introductory	Other people consider watching sports as of the best ways for spending free time which helps to encourage people do sports and be more productive.	H	L	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Thesis	I strongly disagree that watching sports is a waste of time.	H	H	H	H	H	H	H	H	H
2020_MLa_128_2_.docx	Argument	It is universally accepted that sports are the engine of life and the best way to improve heatlh.	H	L	H	L	L	H	L	L	H
2020_MLa_128_2_.docx	Elaboration	Sports become a significant role in our lives starting from childhood because it is an important element in building charachter.	H	L	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Elaboration	That is why watching sports affects our daily life and percieve people to watch their health.	H	L	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Elaboration	For example, there is no better entartainment for group of friends than visiting sport games and matches.	H	L	H	L	L	L	H	L	L
2020_MLa_128_2_.docx	Elaboration	It is proven that sports unite and are part of corporate cultures for many big companies which aim to build a team in office by building team in sports.	H	H	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Conclusion	Hence, watching sports offers many benefits that are very needed to build a great social life.	H	L	H	H	H	H	H	H	H
2020_MLa_128_2_.docx	Elaboration	It is easy to find sports lovers from all around the world.	H	H	H	L	H	L	L	H	H
2020_MLa_128_2_.docx	Elaboration	For example, there is no bigger event than International Olympic Games which gather people from many countries to present theirnational sports spirit and conquer.	H	L	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Elaboration	Some of the fans come to see Games in real live and some of them stay home and support their countries watching TV.	H	L	H	L	L	H	L	L	H
2020_MLa_128_2_.docx	Elaboration	This event unites people all other the world and give people national heroes who inspire youth who adopt healthy lifestyles and can choose sports as their career.	H	L	H	H	L	H	H	L	H
2020_MLa_128_2_.docx	Conclusion	In conclusion?	H	L	L	L	L	L	L	L	L
2020_MLa_128_2_.docx	Conclusion	watching sports in free time is a great way of entertainment and this hobby has such a big impact on our lives that we sometimes cannot see.	H	L	H	H	L	L	H	L	L
2020_MLa_128_2_.docx	Conclusion	People should choose themselves what inspires them the most and has the biggest role in their lives and encourage children to develop interest in sports.	H	L	H	H	L	L	H	L	H
2020_MLa_129_2.docx	Introductory	There is the opinion among the group of people that consists of the idea watching sports at home or outside is useless and unproductive way of spending time.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Thesis	By my side, I can not agree with them, because I consider this to be beneficial for different sides: as for people watching sports as for sportsmen.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Argument	First of all, it is necessary to notice that watching sports is a type of entertainment.	H	H	H	H	H	H	H	H	H
2020_MLa_129_2.docx	Elaboration	It common for all of us to see next situation: the football has just ended and your father starts screaming with joy, because his loveliest football team has become a champion.	H	L	H	L	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	This fact illustrates the splash of emotions, being such important for our mental health.	H	L	H	L	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	Moreover, nowadays we are more stressed then ever before, that is my we truly need to throw out our negative.	L	L	H	L	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	So to get rid from it we could watch sports.	L	L	H	L	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	In this way, the main benefit of watching sports is becoming relaxed due to these time spending.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Argument	Another sugnificant benefit concerns the watching sports outside, when people come on gaming grounds or stadiums.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	Sportsmen playing for our pleasure always need to be cheared up, so they get it only if we emotionally react on all their movements and actions.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	Without viewers support any game will become boring and painful for atheletes, who tries to may out spending of time more interesting.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Elaboration	It is not empty because a lot of sportsmen claimed that a lot of their wins were get due to the peoples support from the viewer's seats.	H	L	H	H	L	H	H	L	H
2020_MLa_129_2.docx	Conclusion	To sum up, I think that watching sports is not such a bad idea.	H	H	L	H	H	L	H	H	L
2020_MLa_129_2.docx	Conclusion	It could be useful for different groups of people in various ways.	H	H	H	H	H	H	H	H	H
2020_MLa_12_2.docx	Introductory material	A lot of people think that people who watch sport shows on TV or visit sport games in real life waste their time.	H	H	H	H	H	H	H	H	H
2020_MLa_12_2.docx	Thesis	I personally disadree with this opinion because there are many reasons why watching sports can be useful for people.	H	L	H	H	L	H	H	L	H
2020_MLa_12_2.docx	Argument	Firstly, young boys and girls can remember the rules of some sport game or some kind of sport during watching how adult sportsmen play it.	H	L	H	H	L	H	H	L	H
2020_MLa_12_2.docx	Elaboration	It can teach them may be even better than their parents or trainers.	H	L	H	H	L	H	H	L	H
2020_MLa_12_2.docx	Argument	Secondly, sometimes children can take a great motivation looking on their favourite sportsmen.	H	L	H	H	L	H	H	L	L
2020_MLa_12_2.docx	Elaboration	Some of them can decided to be sportsman when he or she will become adult.	H	L	H	H	L	H	H	L	H
2020_MLa_12_2.docx	Elaboration	Besides, kids who practise some sport are more healthy and strong than others.	H	H	H	L	H	H	L	L	H
2020_MLa_12_2.docx	Argument	Moreover, some people watch sports events or sport TV shows because they like the feelings which they have.	H	H	L	H	H	L	H	H	L
2020_MLa_12_2.docx	Elaboration	It is so exciting to look how people from different countries try to become the winners.	H	L	H	H	L	H	H	L	H
2020_MLa_12_2.docx	Argument	However, I can understend people who agree with first point of view.	L	L	L	L	L	L	L	L	L
2020_MLa_12_2.docx	Elaboration	Often people spend o lot of time near the TV set watching such shows.	L	L	H	L	L	L	L	L	H
2020_MLa_12_2.docx	Elaboration	They do not remember about housework and their duties.	L	L	H	L	L	L	L	L	H
2020_MLa_12_2.docx	Elaboration	When situation become like that men should carefully control themselves and decrease the time near the TV set.	L	L	L	L	L	L	H	L	L
2020_MLa_12_2.docx	Conclusion	In conclusion, it is important to note that both this opinions have the right to exist.	L	L	L	L	L	L	L	L	L
2020_MLa_12_2.docx	Conclusion	And every person can make the desition for his own life: watch sport events or not.	L	L	H	L	L	H	L	L	L
2020_MLa_12_2.docx	Conclusion	On the one hand, it can be good motivation for changes in their lives.	H	H	L	L	H	L	L	H	L
2020_MLa_12_2.docx	Conclusion	On the other hand, sometimes it is very difficult to control the time which they lose for that.	L	H	H	L	H	H	L	L	H
2020_MLa_130_2.docx	Introductory	Nowadays, many people believe, that spending time watching sports is extremely boring and have no meaning.	H	L	H	H	L	H	H	L	H
2020_MLa_130_2.docx	Thesis	What about me, i fully disagree with this statement, me and my family are really enjoing watching footbal matches on tv every Sunday, plus that unite us.	H	L	H	H	L	H	H	L	H
2020_MLa_130_2.docx	Argument	Many people think, that watching sports is extremely boring.	L	L	L	L	H	L	L	L	H
2020_MLa_130_2.docx	Elaboration	In most situations they will prefer playing video games, reading a book e.t.c.	L	L	L	L	H	L	H	L	L
2020_MLa_130_2.docx	Elaboration	Though, they may be right, that sport might be not so dinamick, as vidio games, they just don't understand the main reason for watching sport - spending time with family and friends.	H	L	H	H	L	L	H	L	H
2020_MLa_130_2.docx	Elaboration	I have a friend, who never watched a footbal match in his life.	L	L	L	L	L	L	L	L	L
2020_MLa_130_2.docx	Elaboration	I was stunned, when he said me that.	L	L	H	L	L	L	L	L	H
2020_MLa_130_2.docx	Elaboration	I immediatly invited him to my place to watch a tv match together and make him believe, that it will be good experience, he accepted the offer, but only beacause he wanted prove me wrong.	H	L	L	L	L	L	L	L	H
2020_MLa_130_2.docx	Elaboration	At the end we spend a lot of fun time together and the last thing he asked was: When there will be next one?	H	L	H	L	L	H	L	L	H
2020_MLa_130_2.docx	Argument	On the other hand, i have many friends who's really enjoy watching hockey..	L	L	L	L	L	L	L	L	L
2020_MLa_130_2.docx	Elaboration	They have never played it itself, but they are real fans of their team.	H	H	H	L	H	H	H	L	H
2020_MLa_130_2.docx	Elaboration	For example my best friend Anton.	L	L	L	L	L	L	L	L	L
2020_MLa_130_2.docx	Elaboration	He watched hockey every sunday and monday, but never plays it.	L	L	H	L	L	L	H	L	H
2020_MLa_130_2.docx	Elaboration	When i've asked him - what is the reason he ansvered me: I m really enjoing of watching it fith my friends, they making the whole proces joyable.	H	L	H	L	L	H	H	L	H
2020_MLa_130_2.docx	Conclusion	Taking everything into account, we can say, that watching sport still is very interesing way of spending time.	H	L	H	H	L	H	H	L	H
2020_MLa_130_2.docx	Conclusion	Though many people will never understand the true meaning of this - spending time with family and friends.	H	L	H	L	L	L	H	L	H
2020_MLa_131_2.docx	Introductory	Sport is an integral part of life.	H	H	H	H	H	H	H	H	H
2020_MLa_131_2.docx	Introductory	Every day we come across we can watch it on TV or participate in various sports events instead of just to participate?	L	L	H	L	L	H	L	L	H
2020_MLa_131_2.docx	Thesis	Many would agree that rooting fos sports is an important as doing it.	H	L	H	H	L	L	L	L	H
2020_MLa_131_2.docx	Argument	First, fans are large global community that brings people together around the world.	H	L	H	H	L	H	H	L	H
2020_MLa_131_2.docx	Elaboration	During the World Cup, many foreign fans came to Russia, this changed the way Russians look at other cultures, helped to become more open.	H	L	H	H	L	H	H	L	H
